cancel vt.取消
attentively ad.注意地
mix v.混合，搅拌
unversed adj不熟练的，不熟知的
dirty a.脏的
redirect vt.使改变，使转移
liquidation n．清除，停止营业
reverent adj．恭敬的，虔诚的．
though conj.虽然，可是
healthily adv.健康地
slang n.俚语；行话，黑话
slant v．倾斜n．斜面，看法
swamp n.沼泽，沼泽地
abscond 潜逃，逃亡
transportation n.运输，运送，客运
sideway n.岔路，旁路
gyrate adj．旋转的v．旋转．
swank v．夸耀，炫耀
glide v．滑行，滑动
open a.开着的,开的vt.开,打开
scintilla n．一点，丝毫
awake(awoke,awoken) v.唤醒a.醒着的
berry n.浆果(如草莓等)
suffering n.痛苦，苦难
invest vt.投资；投入
project n.工程
aberrant adj．越轨的，异常的
eclectic adj．折衷的，综合性的
lateral n.侧面的,旁边的
westwards ad.向西
roughly ad.粗糙地，粗略地
greedy a.贪婪的
formidable adj．可怕的，困难的
suitcase n.(旅行用)小提箱,衣箱
invert v．上下倒置，相反放置
AIDS n.艾滋病
gardener n.园丁，花匠
nausea n．作呕，恶心
pestilent adj．致死的，有害的
cooker n.炊具(锅、炉灶、烤炉等)
allow vt.允许，准许
dangle v．悬挂，吊胃口
alloy n．合金，v．混合
jaundiced adj．有偏见的
bitten v.咬；叮
proper a.恰当的，合适的
vegetable n.蔬菜
bitter a.有苦味的；痛苦的，难过的；严酷的
gesture n.姿势，手势
propel v．推进
philately n．集邮
prologue n．开场白,序幕
unaffected adj．自然的，不矫揉造作的
unctuous adj．油腔滑调的
lodger n．寄宿人，房客
sceptre n．权杖，君权
bedroom n.寝室，卧室
cigaret n.(cigarette)香烟,纸烟,卷烟
concoct v．调制，捏造
stocky adj．矮胖的，粗壮的
money n.钱；货币
avalanche n.雪崩
euphoria n.幸福愉快感
outbid v．出价多于（他人）
endanger vt.危及，危害
heiress n．女继承人
mob vi.聚众闹事
sunshine n.阳光
not...at all.一点也不
revolution n.革命，变革
mop n./v.拖把拖地
relation n.关系；亲属
reliable a.可信赖的，可依靠的
elevator n.电梯；升降机
espy v．(从远处等)突然看到
bombast n．高调，夸大之辞
punctilious adj．谨小慎微的
obstacle n．障碍，干扰
slate n．石板，候选人名单v．提名
fickle adj．（爱情或友谊上）易变的，不坚定的
anthology n．诗集，文选
birdcage n.鸟笼
toward prep.向，朝，对于
among prep.在…中间；在（三个以上）之间
fusillade n．（枪炮）齐射，连发
gorge n．峡谷v．贪婪地吃
continental a.大陆的，大陆性的
flock n．羊群，鸟群
galvanize v．电镀，通电，激励
signature n.签名
tongue n.舌，舌头
literary a.文学的
excise v.切除,删去
preset vt.预先装置
caress vt.／n.爱抚，抚摸
churl n．粗鄙之人
punch v．以拳猛击,打洞
slave n.奴隶
patio n．庭院，平台
writing n.书写，写
installation n．就职，安装
federal a.联邦的；联盟的
academy n.专科学院,（美）私立学校
include vt.包含，包括
alongside ad.在…旁边,与…同时
perquisite n．固定津贴，福利
nucleus n.核，核心；(原子)核
medley n．混杂
altogether ad.总共
legerdemain n．手法，戏法
perambulate v．巡行，巡视，漫步
menial adj．仆人的，乏味的，n．家仆
specifics n．细微问题，细节
tradesman n.商人；手艺人
fertility n．肥沃，丰饶
compunction n．懊悔，良心不安
float vi.漂浮，浮动
exiguous adj.太少的,不足的
dirge n．哀歌、凄凉之曲调
alley n.小巷，胡同
offset n.分支，抵销vt.抵销
cascade n．小瀑布
excite vt.使兴奋，使激动
coward n.懦夫；胆怯者
literati n．文人，学者（复数）
sequence n.连续，继续；次序
permissive adj．过份纵容的
mud n.泥,泥浆
mug n.大杯
mum n.（口语）妈妈
opprobrious adj．辱骂的，恶名声的
chunk n．短厚木头，大量
jade n．疲惫的老马，玉，翡翠
protract v．延长,拖长
commonplace a.平凡的n.平常话
libel v．n．（文字）诽谤，中伤
incubator n．孵卵器，早产婴儿保育箱
Negro n.黑人
right-handed a.惯用右手的
makeshift n．adj．权宜之计（的），代用品
percolate v．过滤出，渗透
retinue n．侍从，随员
assistant n.助手，助理
overestimate vt.过高估计
rapacity n．掠夺，贪婪
ultimately ad.最终，最后
jack n.起重器；传动装置
compulsory a.强制的,必须做的
dessert n.甜点
swarm n．（蜜蜂）一群，一群（人）
detach vt.分开；派遣(军队)
perfection n.尽善尽美；无比精确
landscape n.风景，景色，景致
prevailing adj．盛行的,流行的
reversion n．返回（原状，旧习惯），逆转
annotate v．注解
torrid adj．酷热的
imminence n．急迫，危急
transcendental adj．超越经验的，形而上学的．
educate vt.教育，培养
anthropoid adj．像人类的，类人猿的
inept adj．无能的，不适当的
oscillate v．摆动，犹豫
merchant a.商业的；商人的n.商人；生意人
progenitor n．祖先,始祖
rancid adj．不新鲜的，变味的
charismatic adj．有魅力的
bronze n.青铜；青铜制品
guess vi.猜
conception n.概念，观念，想法
detain v．拘留，使延迟
aboard prep.上（船，飞机，火车，汽车等）
guest n.客人，宾客
contravene v．违背（法规，习俗等）
detail n.细节；枝节；零件
playmate n.玩伴
connotation n．言外之意，含义
matrix n．模子，矩阵
eloquent adj.雄辩的,演说动人的
sleep (slept,slept)vi.睡觉
refuse vi.拒绝，不愿
agog adj．兴奋的，有强烈兴趣的
crumb n．饼屑，面包屑，小量
sleek v．（使）光滑，adj．光滑的，整洁的
festal adj．节日的，欢乐的
splenetic adj．脾气暴的，易怒的
particle n.粒子，微粒
sweep (swept,swept)v.扫除，扫
flimsy adj．轻而薄的，脆弱的
website n.网络
unlimited a.无限的；不定的
dissonance n．不和谐（的音调）
mechanics n.力学；技术性细节
farce n．闹剧,胡闹
refute v．驳斥
emerge v．出现，露出
exemplify vt.举例证明(解释)
virile adj．有男子气的，雄健的
sweet n.甜食;蜜饯;甜点;糖果;芳香a.甜的;新鲜的;可爱的;亲切的
anniversary n.周年纪念日
immolation n．牺牲品
gratuitous adj．无缘无故的，免费的
repetition n.重复，反复
outmoded adj．不再流行的，过时的
steeple n．尖塔，尖阁
discrimination n.歧视
female a.女的；女性的；雌性的
polarity n．极端性,二极分化
hypnotic adj．催眠的
obligatory adj．强制性的，义务的
cruel a.残忍的，残酷的；无情的
forbidding adj．（表情）冷峻的，形势险恶的
exquisite adj．精致的，近完美的
jail n.监狱vi.监禁
cardinal n.(天主教的)红衣主教a.首要的，基本的
volume n.卷，册；容积；音量
skyrocket v．陡升，猛涨
concussion n．脑震荡，震动
discriminating adj．有辨别能力的
bored a.（对人，事）厌倦的，烦闷的
statuary n．雕像，雕塑艺术
responsible a.有责任的；尽责的
enthrall v．迷惑,迷住
praise n.&vt.赞扬，表扬
scissors n.剪刀，剪子
flavouring n．香料，调味品
sweat n.汗，汗水
arisen vi.起来，升起；出现
deliberate adj．深思熟虑的，v．慎重考虑。
swear (swore,sworn)v.咒骂.,诅咒
copyright n．版权，著作权
career n.生涯，职业，经历
careen v．（船）倾斜，使倾斜
purify vt.使纯净，使洁净
moral a.道德的n.寓意,道德启示
nag v．唠叨，烦扰
rancor n．深仇，怨恨
secretarial adj．秘书的、文书的
normalization n.正常化，标准化
pillory n．颈手枷，示众，嘲弄
appellation n．名称，称呼
darkness n.黑暗，阴暗
nap n．v．小睡，打盹
manipulate vt.操作；控制，手持
similar a.相似的，像
lionize v．崇拜，看重
ａ.m./A.M. n.午前，上午
relevance n．相关
opiate n．安眠药，鸦片制剂
driver n.司机，驾驶员
temperamental adj．性情的，喜怒无常的
titanic adj．巨人的，力大无比的
driven v.驾驶，开（车）；驱赶
expulsion n.驱逐,开除
roller n.滚筒；辊
jamb n．门窗的侧柱
supersonic a.超声的，超声速的
optimism n．乐观主义
against prep.对着，反对
obloquy n．大骂，斥责
Moscow n.莫斯科
swell (swelled,swollen)v.肿胀
remind vt.提醒，使记起
crude adj．未提炼的，粗鲁的，n．原油
manufacturer n.制造商；制造厂
withstand vt.抵挡，反抗
encourage vt.鼓励
morality n.道德，美德，品行
bureaucratic a.官僚的
obstinate adj．固执的，倔强的
linger v．逗留，留恋
aesthetics n．美学
bushel n.蒲式耳(容量单位)
shingle n．木瓦，屋顶板
preceding a.在前的；在先的
etch v.蚀刻,铭刻
novelist n.小说家
salubrious adj．有益健康的
quench v．熄灭（火），抑制（欲望）
eyesight n.视力；视觉
materialize v．赋予形体，实现
forgetful a.健忘的，不留心的
honor n.(honour)尊敬,敬意;荣誉,光荣v.尊敬
mores n．风俗习惯，道德观念
rejuvenate v．使返老还童，回春
bureau n.局，司，处；社，所
net n.网
laggard adj．缓慢的，落后的，n．落后者
cable n.缆，索；电缆；电报
new a.新的；新鲜的
yokel n．乡巴佬
frolicsome adj．快活的，欢乐的
thrifty adj．节省的，节俭的
heater n.加热的人，加热器
elaboration n详细说明,细致的工作
moralist n．道德学家，卫道士
jocose adj．开玩笑的，引人发笑的
lethargy n．昏睡，倦怠
detector n.发觉者，探测器
mistral n．冷而干燥的强风
precipitate v．加速,促成adj．匆忙的,鲁莽的
meander v．蜿蜒而流，漫步
garrulity n．唠叨，饶舌．
pronoun n.代名词
ping-pong n.乒乓球
dictate v．口述、命令
insipid adj．乏味的，枯燥的
frontier n.前沿，边界；前线
remiss adj．疏忽的，不留心的
manifest adj．明白的v．载货清单
metallurgy n.冶金学，冶金术
employment n.工业；雇用；使用
sprain n．v．扭伤
fender n．挡泥板，护舷的垫子等
freezing a.冻结的；极冷的
estuary n.河口,三角湾
Let mesee.让我想想看
hawker n．沿街叫卖之小贩
remainder n．剩余物
clumsy a.笨拙的，不灵巧的
capitulation n．投降
nib n．钢笔尖
rehabilitate v．修复恢复（职位等）
trammel v．n．束缚，妨碍，鱼网
professional a.职业的n.专业人员
chimerical adj．荒诞不经的，梦幻的
sneaker n.（复）轻便运动鞋（美）
pearl n.珍珠；珍珠母
diminutive adj．小巧可爱的
flinch v．畏缩，退缩
primeval n．原始的,早期的
relaxation n．松弛，消遣
allergy n．过敏症，厌恶
liberated adj．无拘束的，放纵的
mystery n.神秘；神秘的事物
dissipate v．（使）驱散，浪费
skillful a.熟练,精湛的,灵巧的
mattress n．床垫
scrumptious adj．（食物）很可口的，漂亮的
mosque n.清真寺
recommend v.推荐
woodpecker n.啄木鸟
literal adj．精确的、忠实原义的
amorous adj．容易动情的，情爱的
advertisement n.广告
splashy adj．大而显眼的，引人注目的
disabled a.残废的，残疾的
mournful adj．悲伤的
watermelon n.西瓜
attribute n.属性,品质,v.把…归于
mechanism n.机械装置；机制
affliction n．痛苦，折磨
oddments n．残余物，零头
poison n.毒药
inculcate v．灌输，谆谆教诲
suffocate v．（使）窒息而死
gazetteer n．地名词典，地名表
softdrink n.(不含酒精)清凉饮料
expropriate v．充公，没收
persuade vt.说服，劝说
boring a.乏味的，无聊的
dross n．浮渣，糟粕
swerve v．转向，突然改变方向
jazz n.爵士音乐，爵士舞曲
graphite n.石墨，石墨电极
research n.研究，调查
benediction n．祝福，祈祷
landlady n.女房东；女地主
sophomore (中学、大学)二年级学生
reiterate v．重申，反复地说
sinister adj．不吉祥的，险恶的
stripe n．条纹，斑纹，类型
sovereign n．最高统治者，元者
gourd n．葫芦，脑瓜
jazzy adj．吸引人的，花哨的
imagine vt.想像，设想
unmarried a.未婚的，独身的
imprecation n．咒语，诅咒
engineering n.工程，工程学
mentally ad.精神上；智力上
decrease v.减少，减小，降低
whatever conj.&pron.无论什么，不管什么
drone v．嗡嗡地响，n．单调的低音
glossary n．字汇表，难词表
engrossing adj．引人入胜的
surmise nv推测、猜测
ignorance n．无知
puissance n．权力
materialism n.唯物主义
aloud ad.大声地
hackneyed adj．陈腐的，平常的
trifle n．微不足道，琐事
Easter n.复活节
blind a.瞎的
nod vi.点头
string n.细绳，线，带
color n.颜色，彩色；颜料
affluent a.富裕的，富有的，丰富的，富饶的
mid-autumn n.中秋
simplicity n.简单，简易；朴素
lipstick n.唇膏，口红
perfume n.香水
redundant adj．累赘的，多余的
gargoyle n．（雕刻成怪兽状的）滴水嘴，面貌丑恶的人
nor conj.也不
not ad.不，没
now ad.现在
statement n.声明，陈诉，说法
Tuesday n.星期二
proclivity n．倾向,癖性
asinine adj．愚笨的
pinch v．捏，掐n．一撮，一点
delivery n.投递；交付；分娩
mischievous adj．淘气的，有害处的
conquer vt.征服，战胜；破除
experimentally ad.实验上，实验性地
what pron.什么,怎么样a.多么，何等；什么
furthermore ad.而且，此外
timely adj．适时的，及时的
sycophantic adj．拍马的，谄媚的
container n.容器
truism n．自明之理，真理
when conj.当…的时候ad.什么时候，何时
modest a.谦虚的；谦逊的
conflagration n．建筑物或森林大火
crush vt.压碎，碾碎；镇压
grandma “＝”grandmothern.奶奶；外婆
promising a.有希望的；有前途的
metre (美meter)n.米，公尺
treason n．叛国罪
enchanting adj．讨人喜欢的
practicable a.能实行的；适用的
probability n.可能性；概率
veal n.（食用）小牛肉
prevail v．战胜,盛行
